"last_name","first_name","hire_date"
"Rouquie","Deborah","2/28/1986"
"Kossowski","Mizuhito","1/8/1986"
"Matzov","Takahiro","10/10/1986"
"Uhrig","Kwangsub","1/19/1986"
"Businaro","Bedrich","9/25/1986"
"Linares","Taizo","4/4/1986"
"Rosch","Yucel","1/5/1986"
"Fabrizio","Ortrud","12/2/1986"
"Shackel","Denis","6/2/1986"
"Klerer","Basem","1/29/1986"
"Gustavson","Mayumi","9/17/1986"
"Kornatzky","Stafford","8/29/1986"
"Sessa","Cathie","1/10/1986"
"Duclos","Souichi","7/31/1986"
"Benner","Byong","2/10/1986"
"Krogh","Constantino","4/28/1986"
"Jayawardene","Lokesh","4/26/1986"
"Luef","Sibyl","8/20/1986"
"Kakkad","Aluzio","5/31/1986"
"Ruemmler","Tuval","8/30/1986"
"Rajaraman","Fun","11/5/1986"
"Morrey","Hailing","9/25/1986"
"Seghrouchni","Marla","11/16/1986"
"Lichtner","Ronnie","5/15/1986"
"Giarratana","Arun","10/24/1986"
"Duclos","Sreekrishna","3/1/1986"
"Schieder","Suzette","3/17/1986"
"Edelhoff","Mototsugu","3/5/1986"
"Heuter","Shakhar","3/4/1986"
"Peres","Jianhao","10/26/1986"
"Mukaidono","Doowon","11/3/1986"
"Ducloy","Kish","7/30/1986"
"Chartres","Ronnie","1/23/1986"
"Gide","Makato","1/14/1986"
"Kitsuregawa","Nobuyoshi","5/8/1986"
"Barreiro","Uriel","7/30/1986"
"Henders","Moty","5/5/1986"
"Barriga","Arfst","6/1/1986"
"Plump","Sanjiv","5/26/1986"
"Matzat","Luise","7/25/1986"
"Desikan","Kristof","9/24/1986"
"Mondadori","Sandeepan","10/4/1986"
"Steinauer","Kwangyoen","3/19/1986"
"Mitchem","Sergi","9/2/1986"
"Munke","Anneke","8/2/1986"
"Tiemann","Marlo","9/5/1986"
"Speel","Tesuya","11/22/1986"
"Rosis","Nirmal","6/24/1986"
"Garnick","Tetsurou","12/14/1986"
"Wegerle","Reinhold","8/9/1986"
"Eickenmeyer","Vitali","10/1/1986"
"Walstra","Martien","10/22/1986"
"Warwick","Maria","8/7/1986"
"Stanger","Yifei","9/2/1986"
"Wynblatt","Sreekrishna","8/19/1986"
"Tempesti","Shichao","10/21/1986"
"Huttel","Charmane","7/14/1986"
"Beetstra","Perla","3/28/1986"
"Perng","Lorien","8/11/1986"
"Ponthieu","Xinglin","1/18/1986"
"Macedo","Arif","12/22/1986"
"Welham","Licheng","12/23/1986"
"Luck","Morrie","2/3/1986"
"VanScheik","Diederik","7/11/1986"
"Birke","Xiaocheng","6/26/1986"
"Manderick","Martial","6/22/1986"
"Silva","Ebbe","6/11/1986"
"Raoux","Muneo","2/14/1986"
"Ariola","Fumiyo","5/29/1986"
"Goodrum","Zhilian","1/27/1986"
"Weedon","Ranan","1/15/1986"
"Pettis","Chiradeep","7/5/1986"
"Neiman","Nahid","9/20/1986"
"Schiettecatte","Sergi","1/4/1986"
"Viele","Janalee","3/27/1986"
"Pintelas","Kazunori","6/19/1986"
"Kakkar","Baoqiu","3/3/1986"
"Onuegbe","Yannis","9/19/1986"
"Dredge","Tse","6/14/1986"
"Hoppenstand","Nidapan","10/29/1986"
"Katiyar","Toshiki","2/9/1986"
"Birdsall","Filipe","8/24/1986"
"Leppanen","Chenyi","6/12/1986"
"Beerel","Alper","11/27/1986"
"Hanabata","Odoardo","4/8/1986"
"Fasbender","Arno","1/20/1986"
"Tiemann","Lenore","7/14/1986"
"DuBourdieux","Gio","8/14/1986"
"Underwood","Kerhong","5/10/1986"
"Collavizza","Hailing","4/25/1986"
"Adachi","Zhenhua","7/1/1986"
"Shimshoni","Rimon","9/27/1986"
"Gihr","Mong","9/18/1986"
"Papsdorf","Rosli","9/9/1986"
"Luke","Rosalyn","4/13/1986"
"Marquardt","Golgen","7/30/1986"
"Esteva","Shirish","10/4/1986"
"Cronin","Goo","7/8/1986"
"Jenevein","Moni","12/3/1986"
"Conde","Xiping","10/22/1986"
"Reinhart","Shawna","1/1/1986"
"Beidas","Shawna","5/18/1986"
"Gornas","Arvind","4/7/1986"
"Masamoto","Chaitali","12/1/1986"
"Domenig","Danny","10/26/1986"
"Cools","Junsik","9/22/1986"
"McConalogue","Sungwon","7/20/1986"
"Karner","Sachin","7/19/1986"
"Khamsi","Niranjan","2/2/1986"
"Sinicrope","Leucio","10/18/1986"
"Waeselynck","Mitchel","11/6/1986"
"Zaiane","Fuqing","6/4/1986"
"Desikan","Hausi","7/15/1986"
"Larfeldt","Vincent","9/20/1986"
"Jahnichen","Maik","9/6/1986"
"Brookner","Bodo","9/11/1986"
"Bondorf","Yuqun","11/16/1986"
"Hiroyama","Alair","3/1/1986"
"Conta","Hein","1/23/1986"
"Lupu","Divine","12/24/1986"
"Penz","Arto","5/4/1986"
"Hagimont","Masali","3/9/1986"
"Alpay","Sreekrishna","11/3/1986"
"Luit","Basil","10/13/1986"
"Keohane","Ioana","3/24/1986"
"Fiutem","Tooru","8/13/1986"
"Gladwell","Udi","10/28/1986"
"Feinberg","Randy","12/2/1986"
"Restivo","Ger","7/29/1986"
"Tchuente","Nahla","6/9/1986"
"Passino","Akhilish","1/28/1986"
"Koshino","Adly","10/18/1986"
"Emmart","Hisao","9/14/1986"
"Azadmanesh","Fabrizio","8/21/1986"
"Androutsos","Mohd","12/17/1986"
"Lindqvist","Dipankar","8/15/1986"
"Peir","Oscar","8/23/1986"
"Hutter","Jovan","4/29/1986"
"Ventosa","Boriana","10/10/1986"
"Raczkowsky","Vesna","10/1/1986"
"Karunanithi","Yannis","3/6/1986"
"Ermel","Kristen","1/8/1986"
"Emiris","Christophe","12/24/1986"
"Kading","Sumali","8/15/1986"
"Preusig","Patricia","7/19/1986"
"Birke","Tadanori","9/24/1986"
"Jenevein","Kensyu","6/7/1986"
"Saoudi","Kotesh","12/2/1986"
"Stentiford","Taizo","3/12/1986"
"Dymetman","Hidefumi","1/18/1986"
"Hiraishi","Sachin","2/14/1986"
"Rahier","JiYoung","5/26/1986"
"Kusalik","Mingzeng","3/31/1986"
"Baca","Zsolt","9/13/1986"
"Mapelli","Oldrich","1/23/1986"
"Zweizig","JoAnne","11/6/1986"
"Mandelberg","Richard","2/9/1986"
"Tokunaga","Hidefumi","12/13/1986"
"Yeung","Tran","1/11/1986"
"Ligten","Mona","3/16/1986"
"Cairo","Ortrud","3/17/1986"
"Czaja","Xiaopeng","6/19/1986"
"Kolinko","Sajjad","2/20/1986"
"Hiyoshi","Dmitri","7/18/1986"
"Angelopoulos","Oguz","11/29/1986"
"Jahnichen","Armond","12/25/1986"
"Zaumen","Yechiam","10/23/1986"
"Chenoweth","Jiann","4/23/1986"
"England","Feixiong","10/7/1986"
"Krider","Yuichiro","6/17/1986"
"Anandan","Guadalupe","10/18/1986"
"Leaver","Insup","11/20/1986"
"Peyn","Cristinel","3/24/1986"
"Demke","Katsuo","8/1/1986"
"Mundy","Palash","1/23/1986"
"Pagter","Erzsebet","11/19/1986"
"Ferretti","Ghassan","1/26/1986"
"Vadhan","Fusako","12/5/1986"
"Denny","Atreyi","5/21/1986"
"Brendel","Elvis","8/16/1986"
"Bharadwaj","Kenton","7/3/1986"
"Daescu","Sadegh","6/6/1986"
"Orlowski","Fumitaka","12/4/1986"
"Zschoche","Sanjiv","2/4/1986"
"Ebeling","Mingdong","7/21/1986"
"Deyuan","Masako","10/12/1986"
"Esposito","Katsuyuki","10/19/1986"
"Melter","Mona","5/1/1986"
"Landherr","Adly","4/20/1986"
"Narwekar","Chaoyi","9/14/1986"
"Dechter","Mostafa","3/26/1986"
"Miyakawa","Fei","10/7/1986"
"Azadmanesh","Arra","10/21/1986"
"Bahk","Khoa","6/10/1986"
"Gargeya","Zengping","1/2/1986"
"Shumilov","Duangkaew","11/13/1986"
"Schlumberger","Breannda","4/6/1986"
"Marsiglia","Sandeepan","3/27/1986"
"Lorys","Stabislas","4/26/1986"
"Tempesti","Siddarth","5/26/1986"
"Rindone","Christoph","9/15/1986"
"Valtorta","Mabry","5/23/1986"
"Munos","Feiyu","9/21/1986"
"Weisert","Takahito","3/31/1986"
"Alvarado","Xuejun","10/17/1986"
"Hoogerwoord","Ghassan","9/17/1986"
"Streit","Shahar","11/30/1986"
"Lamma","Serif","11/26/1986"
"Heping","Doohun","5/16/1986"
"Nourani","Garnik","9/3/1986"
"Hagimont","Jaques","6/1/1986"
"Rosis","Gererd","5/30/1986"
"Rosca","Stabislas","10/22/1986"
"Silva","Heping","3/14/1986"
"Montresor","Honesty","11/14/1986"
"Beeson","Tsutomu","12/5/1986"
"Uchoa","Kwangho","12/11/1986"
"Peroz","Aemilian","11/22/1986"
"Straney","Ennio","5/8/1986"
"Pluym","Shai","9/1/1986"
"Langford","Shigeu","12/19/1986"
"Dredge","Shahar","1/3/1986"
"Zeleznik","Ibibia","1/14/1986"
"Domenig","Dietrich","8/23/1986"
"Bahk","Ekawit","5/9/1986"
"Demke","Gretta","10/22/1986"
"Bala","Foong","1/3/1986"
"Milicia","Luerbio","1/15/1986"
"Nanard","Aluzio","5/22/1986"
"Asser","Odinaldo","2/7/1986"
"Ramamoorthy","Mona","7/3/1986"
"Ciolek","Claude","3/20/1986"
"Bruckman","Shir","9/15/1986"
"Lampe","Rildo","5/20/1986"
"Kroll","Remko","2/1/1986"
"Roison","Arunachalam","4/9/1986"
"Billingsley","Kazuhiko","11/16/1986"
"Zultner","Boriana","11/16/1986"
"Picel","Jianhua","5/12/1986"
"Wegerle","Nathan","11/17/1986"
"Stavenow","Weidon","8/20/1986"
"Dulay","Mototsugu","10/23/1986"
"Perin","Pranjal","9/23/1986"
"Varley","Guther","9/28/1986"
"Rijsenbrij","Collette","5/31/1986"
"Vanwelkenhuysen","Xuedong","6/26/1986"
"Dulin","Rutger","1/15/1986"
"Takkinen","Gladys","6/21/1986"
"Oppitz","Shahid","4/7/1986"
"Conry","Zhenbing","8/17/1986"
"Bhattacharjee","Otilia","8/27/1986"
"Thiran","Stabislas","5/31/1986"
"Mateescu","Shaunak","4/19/1986"
"Kropp","Shigeo","7/3/1986"
"Cheshire","Aamer","4/16/1986"
"Pagter","Zhongwei","12/7/1986"
"Milicic","Jacopo","9/24/1986"
"Blokdijk","Kiyokazu","7/22/1986"
"Ulupinar","Shigeichiro","3/7/1986"
"Mitsuhashi","Shuho","10/22/1986"
"Linares","Richara","3/13/1986"
"Burnard","Marsha","11/16/1986"
"Pluym","Kensyu","3/14/1986"
"Pettis","JiYoung","8/20/1986"
"Itzigehl","Anestis","10/30/1986"
"Busillo","Lech","10/25/1986"
"Danecki","Pintsang","4/21/1986"
"Portugali","Kaijung","1/17/1986"
"Cochrane","Sachem","1/26/1986"
"Langford","Baoqiu","11/24/1986"
"Matzat","Miyeon","1/8/1986"
"Wroclawski","Shan","8/22/1986"
"Picco","Barna","1/13/1986"
"Lung","Shuho","6/2/1986"
"Wilharm","Mayumi","7/3/1986"
"Kriebel","Hitofumi","3/1/1986"
"Wendorf","Nechama","3/18/1986"
"Gide","Turgut","7/7/1986"
"Camurati","Ulises","5/8/1986"
"Solares","Mikhail","8/2/1986"
"Azulay","Ronghao","1/29/1986"
"Pleszkun","Marek","9/15/1986"
"Jahnichen","Golgen","9/28/1986"
"Lorie","DAIDA","7/23/1986"
"Zaccaria","Froduald","12/10/1986"
"Siksek","Paraskevi","9/21/1986"
"Randt","Alagu","6/27/1986"
"Baba","Maja","6/25/1986"
"Trelles","Zhiguo","7/18/1986"
"Kulisch","Mansur","7/26/1986"
"Harllee","Bader","1/15/1986"
"Hempstead","Leni","2/27/1986"
"Schmezko","Parto","3/17/1986"
"Shackel","Sachin","6/4/1986"
"Waymire","Mantis","11/18/1986"
"Cyne","Sudhanshu","12/14/1986"
"Tischendorf","Prodip","8/5/1986"
"Merey","Zhilian","12/4/1986"
"Kaiserswerth","Kellie","11/18/1986"
"Anger","Manibrata","4/21/1986"
"Sadowsky","Sven","1/25/1986"
"Gunderson","Ramalingam","5/4/1986"
"Frolund","Aamod","5/2/1986"
"Jahnichen","Dekang","4/10/1986"
"Schurmann","Rosella","12/25/1986"
"Crabtree","Dietrich","5/24/1986"
"Zlotek","Arto","10/16/1986"
"Dulay","Bikash","9/16/1986"
"Hoogerwoord","Sungwon","7/22/1986"
"Loncour","Remko","4/15/1986"
"Buchter","Tiina","8/16/1986"
"Cichocki","Anneke","6/15/1986"
"Swist","Yolla","4/2/1986"
"Ebeling","Djenana","8/30/1986"
"Lanphier","Goetz","1/23/1986"
"Eppinger","Mayuko","8/24/1986"
"Ligten","Rosalyn","11/23/1986"
"Gewali","Manibrata","7/12/1986"
"Reghbati","Fei","3/8/1986"
"Sridhar","Berni","2/8/1986"
"Honiden","Hidekazu","8/22/1986"
"Bale","Mana","9/18/1986"
"Markovitch","Hairong","6/6/1986"
"Zucker","Utpal","3/16/1986"
"Levergood","Kerryn","9/27/1986"
"Krybus","King","1/20/1986"
"Nitto","Lillian","12/14/1986"
"Mullainathan","Billie","3/11/1986"
"Hartvigsen","Volkmar","12/21/1986"
"McFarlin","Ung","3/8/1986"
"Brlek","Hairong","5/21/1986"
"Syang","Dipankar","11/26/1986"
"Zultner","Mohua","3/3/1986"
"Atchley","Shigeu","12/16/1986"
"Roohalamini","Mingsen","6/2/1986"
"Butner","Kien","12/9/1986"
"Karner","Mariusz","6/21/1986"
"Ossenbruggen","Yinghua","6/8/1986"
"Comte","Avishai","4/8/1986"
"Randt","Alper","5/14/1986"
"Erman","Sudhanshu","12/7/1986"
"Badr","Armond","1/5/1986"
"Pelz","Sachio","4/10/1986"
"Zaccaria","Chriss","10/6/1986"
"Thombley","Eran","10/26/1986"
"Grospietsch","Shrikanth","3/31/1986"
"Alblas","Shir","5/10/1986"
"Demizu","Katsuyuki","6/18/1986"
"Niizuma","Fumitake","5/30/1986"
"Motley","Susuma","12/26/1986"
"Muchinsky","Taegyun","10/10/1986"
"Speel","Neelam","7/10/1986"
"Nollmann","Sven","2/17/1986"
"Cromarty","Aemilian","10/15/1986"
"Gien","Manu","12/19/1986"
"Zhang","Leif","3/2/1986"
"Seghrouchni","Weidon","7/13/1986"
"Magalhaes","Xiaoshan","4/23/1986"
"Leppanen","Xiaopeng","10/26/1986"
"Isaac","Marco","11/9/1986"
"Neimat","Tru","12/10/1986"
"Ananiadou","Yongdong","3/21/1986"
"Brookman","Kankanahalli","2/16/1986"
"Schwabacher","Aloke","2/2/1986"
"Riesenhuber","Vasilii","11/28/1986"
"Luft","Basant","7/15/1986"
"Redmiles","Ashish","7/18/1986"
"Peek","Maren","7/7/1986"
"Pehl","Premsyl","10/25/1986"
"Jiang","Randi","1/7/1986"
"Reutenauer","Bezalel","6/14/1986"
"Irland","Vincent","6/16/1986"
"Ambroszkiewicz","Geoffry","6/9/1986"
"Tasistro","Khun","4/30/1986"
"Oskamp","Werner","5/21/1986"
"Pintelas","Kazuhira","10/15/1986"
"Stille","Fumiya","3/12/1986"
"Siegrist","Conrado","6/19/1986"
"Haddadi","Menkae","9/7/1986"
"Glowinski","Nakhoon","2/16/1986"
"Ishibashi","Kiam","5/9/1986"
"Tischendorf","Nathan","2/28/1986"
"Randi","Gudjon","12/6/1986"
"Lukaszewicz","Aloke","9/11/1986"
"Kowalchuk","Abdulah","8/24/1986"
"Ouhyoung","Fun","9/23/1986"
"Radhakrishnan","Yongdong","8/5/1986"
"Flexer","Toshimi","4/18/1986"
"Reeker","Manu","6/28/1986"
"Broomell","Tuval","10/15/1986"
"Horswill","Gilbert","6/17/1986"
"Remmers","Elzbieta","3/31/1986"
"Thombley","Nikolaos","4/6/1986"
"Ducloy","Duke","6/10/1986"
"Kakkar","Elvis","9/30/1986"
"Tsunoo","Feiyu","3/14/1986"
"Hoogerwoord","Arie","7/17/1986"
"Emden","Jongsuk","7/28/1986"
"Pocchiola","Val","9/17/1986"
"Michaeli","Jungsoon","9/26/1986"
"Terkki","Takahira","1/31/1986"
"Dulay","Rafail","3/5/1986"
"Stiles","Gregory","12/31/1986"
"Yetto","Nobuyoshi","4/5/1986"
"Calkin","Fuqing","9/27/1986"
"Ozeri","Apostol","7/15/1986"
"Quadeer","Morris","3/29/1986"
"Hardjono","Boaz","6/8/1986"
"Sethi","Baziley","7/5/1986"
"Eiron","Toney","8/25/1986"
"Eppinger","Toshimitsu","4/6/1986"
"Stenning","Oscar","6/23/1986"
"Puoti","Jagoda","2/19/1986"
"Barinka","Utpal","7/10/1986"
"Bugrara","Saeed","5/17/1986"
"Koprowski","Sanjai","6/27/1986"
"Lubachevsky","Alexius","6/22/1986"
"Mikschl","Subhrajyoti","2/22/1986"
"Bolsens","Vitaly","3/8/1986"
"Seuren","Gino","1/9/1986"
"Schapiro","Surveyors","3/29/1986"
"Baja","Hatim","8/24/1986"
"Erni","Tetsushi","3/9/1986"
"Kermarrec","Nathalie","8/17/1986"
"Cummings","Lucian","5/22/1986"
"Stamatiou","Hironoby","12/29/1986"
"Dichev","Candido","7/7/1986"
"Murthy","Subhrajyoti","5/30/1986"
"Ramsay","Xuejia","5/16/1986"
"Harnett","Yuqun","6/16/1986"
"Gerteisen","Yuuichi","6/11/1986"
"Birnbaum","Jaber","10/27/1986"
"Thimonier","Nathan","7/17/1986"
"Angel","Toshiki","9/13/1986"
"Mayerwieser","Bedrich","7/18/1986"
"Hennebert","Tsuneo","11/7/1986"
"Tagansky","Lunjin","10/2/1986"
"Syang","Lubomir","8/1/1986"
"Schmiedel","Kauko","5/16/1986"
"Matteis","Kazuhiro","7/21/1986"
"Jiang","Aloke","1/3/1986"
"Malabarba","Tremaine","4/29/1986"
"Osgood","Martijn","4/25/1986"
"Shokrollahi","Shaz","2/15/1986"
"Speek","Hironobu","5/29/1986"
"Kushner","Danil","6/14/1986"
"Brender","Kokou","3/4/1986"
"Dymetman","Nadjib","7/29/1986"
"Sommer","Renee","6/19/1986"
"Dolinsky","Selwyn","11/16/1986"
"Ruemmler","Frazer","12/4/1986"
"Chelton","Tristan","12/7/1986"
"Linares","Lorien","10/19/1986"
"Merli","Vitaly","2/26/1986"
"Benaini","Saeed","7/28/1986"
"Kroon","Aram","6/16/1986"
"Gruenwald","Chrisa","10/8/1986"
"Sidou","Mahendra","2/26/1986"
"Bouloucos","Tetsurou","4/28/1986"
"Hasham","Adas","12/16/1986"
"Zongker","Leandro","9/21/1986"
"Mitsuhashi","Kristine","3/11/1986"
"Berztiss","Alagu","8/24/1986"
"Sadowski","Berto","12/11/1986"
"Rodham","Xiaopeng","3/31/1986"
"McAlpine","Nechama","4/6/1986"
"Cesareni","Toshimori","11/26/1986"
"Mansanne","Kamakshi","1/23/1986"
"Oxman","Denny","10/8/1986"
"Kornatzky","Laurentiu","5/7/1986"
"Kopetz","Pranjal","4/19/1986"
"Billawala","Vivian","12/11/1986"
"Ozery","Krister","8/22/1986"
"Tibblin","Mircea","2/2/1986"
"Senzako","Uri","1/17/1986"
"Vasanthakumar","Almudena","9/13/1986"
"Demian","Mingdong","3/9/1986"
"Matzel","Gregory","6/1/1986"
"Stamatiou","Georg","10/30/1986"
"Woycyznski","Mizuhito","1/29/1986"
"Borovoy","Dmitry","5/26/1986"
"McConalogue","Peer","5/7/1986"
"Farris","Shaibal","12/14/1986"
"Farrar","Kousuke","6/7/1986"
"Bruckman","Manu","11/30/1986"
"Maksimenko","Lijie","12/15/1986"
"Baak","Aiichiro","11/28/1986"
"Muntz","Tomoyuki","8/28/1986"
"Panienski","Kenton","4/5/1986"
"Hanabata","Mamdouh","3/30/1986"
"Birjandi","Kokou","5/9/1986"
"Sadowsky","Sachio","3/12/1986"
"Pehl","Sastry","12/9/1986"
"McDermid","Yuchang","4/20/1986"
"Zallocco","Wilmer","4/8/1986"
"Rosen","Sven","8/22/1986"
"Masaki","Shao","12/6/1986"
"McFarlan","Lunjin","12/22/1986"
"Munoz","Arve","7/15/1986"
"Thimonier","Yinghua","7/6/1986"
"Puppe","Tetsurou","9/2/1986"
"Ratzlaff","Fayez","9/19/1986"
"Crouzet","Rosalie","12/26/1986"
"Muchinsky","Jiang","11/14/1986"
"Curless","Stella","3/20/1986"
"Khamsi","Changho","6/17/1986"
"Stafford","Yolla","4/27/1986"
"Botman","Gay","5/9/1986"
"Ohori","Yoshimitsu","1/14/1986"
"Rosen","Ronnie","11/16/1986"
"Gulik","Gay","12/31/1986"
"Staylopatis","Arra","11/29/1986"
"Mahnke","Lalit","11/11/1986"
"Cooley","Zito","11/29/1986"
"Perfilyeva","Mohan","6/16/1986"
"Impagliazzo","Toshimi","5/21/1986"
"Pepe","Valdiodio","3/8/1986"
"Speek","Yuping","12/22/1986"
"Pashtan","Kristina","1/12/1986"
"Cheshire","Jacopo","9/2/1986"
"Erni","Sashi","11/17/1986"
"Moffat","Jayson","1/20/1986"
"Begiun","Dmitri","10/12/1986"
"Vilarrasa","Maris","5/22/1986"
"Zallocco","Susanna","10/22/1986"
"Buchter","Hideo","5/2/1986"
"Fujisaki","Manton","10/13/1986"
"Soicher","Gil","1/7/1986"
"Molberg","Bangqing","6/28/1986"
"Zumaque","Aiman","4/24/1986"
"Melski","Rosalyn","2/6/1986"
"Veldwijk","Vishv","8/17/1986"
"Gente","Domenico","11/19/1986"
"Chiodo","Guoxiang","10/21/1986"
"Luders","Niranjan","3/15/1986"
"Atrawala","Clyde","11/21/1986"
"Bratten","Krisda","10/17/1986"
"Zielinski","Zijian","9/25/1986"
"Parascandalo","Taizo","9/26/1986"
"Wolniewicz","Takahiro","1/27/1986"
"Farrel","Samphel","2/7/1986"
"Cyre","Holgard","9/16/1986"
"Butterworth","Tomoyuki","9/24/1986"
"Zastre","IEEE","8/28/1986"
"Hooghiemstra","Saeko","4/24/1986"
"Fendler","Marko","12/26/1986"
"Kuhnemann","Subbu","8/12/1986"
"Birch","Yechezkel","7/11/1986"
"Baezner","Mototsugu","7/11/1986"
"England","Tetsushi","7/5/1986"
"Ramalingam","Berna","12/23/1986"
"Aloisi","Hatsukazu","2/20/1986"
"Reistad","Malu","11/9/1986"
"Bauknecht","Vasilii","6/9/1986"
"Restivo","Yagil","6/21/1986"
"Miara","Perry","2/27/1986"
"Panwar","Berry","11/26/1986"
"Matteis","Phillip","11/5/1986"
"Laventhal","Mrinalini","5/4/1986"
"Zhiwei","Toshimitsu","2/19/1986"
"Sevcikova","Marit","7/17/1986"
"Murtafg","Fumitake","6/5/1986"
"Schaft","Hitofumi","5/18/1986"
"Baar","Arif","6/25/1986"
"Setia","Jiann","11/4/1986"
"Plavsic","Hatem","9/10/1986"
"Dehkordi","Renee","4/14/1986"
"Szilard","Ioana","5/13/1986"
"Varman","Kristinn","1/13/1986"
"Giaccio","Juichirou","4/20/1986"
"Lenart","Richara","10/24/1986"
"Seiwald","Shuji","1/12/1986"
"Beilner","Khaled","9/2/1986"
"Farrag","Shaowen","3/6/1986"
"Ramsay","Guozhong","1/31/1986"
"Sethi","Ottavia","2/25/1986"
"Cappelletti","Aris","11/15/1986"
"Dichev","Faiza","8/11/1986"
"Gronowski","Ramzi","7/29/1986"
"Ambroszkiewicz","Dekang","12/9/1986"
"Jayawardene","Zissis","2/24/1986"
"Belinskaya","Sakthirel","3/3/1986"
"Navazio","Ipke","5/14/1986"
"Himler","Dante","4/27/1986"
"Hiltgen","Alexius","7/15/1986"
"Schonegge","Zhenbing","3/17/1986"
"Savasere","Zsolt","11/29/1986"
"Zizka","Nahid","12/24/1986"
"Cullers","Toshiki","7/3/1986"
"Hutton","Paris","9/19/1986"
"Oppitz","Arunachalam","5/20/1986"
"Hempstead","Nigel","4/27/1986"
"Leppanen","Vidya","5/14/1986"
"Spelt","Isamu","4/23/1986"
"Conti","Stamatina","5/13/1986"
"Tanemo","Kotesh","11/3/1986"
"Pulkowski","Aral","9/2/1986"
"Scallan","Kensyu","11/7/1986"
"Hebert","Apostol","9/5/1986"
"Katiyar","Mario","11/13/1986"
"Schreiter","Maia","1/23/1986"
"Assaf","Lunjin","2/1/1986"
"Makinen","Ayonca","10/19/1986"
"Kalefeld","Gou","4/25/1986"
"Parhami","Mani","10/7/1986"
"Munoz","Jianhua","3/9/1986"
"Brookman","Youjian","5/15/1986"
"Mahnke","Poornachandra","2/28/1986"
"Moehrke","Xudong","12/19/1986"
"Versino","Shaunak","2/3/1986"
"Hofmeyr","Abdelaziz","11/4/1986"
"Porenta","Yuping","2/15/1986"
"Chartres","Yahiko","3/18/1986"
"DeMori","DAIDA","10/21/1986"
"Goodrum","Domenick","8/10/1986"
"Biros","Narain","6/2/1986"
"Zobel","Saniya","12/27/1986"
"Conia","Sampalli","6/28/1986"
"Butterworth","Almudena","11/28/1986"
"Sundgren","Shaowei","2/27/1986"
"Poupard","Shaunak","8/13/1986"
"Thombley","Sorina","1/25/1986"
"Hebden","Tiina","9/10/1986"
"Stanfel","Houman","2/10/1986"
"Linares","Angus","10/4/1986"
"Bierbaum","Nahid","9/2/1986"
"Stentiford","Tomoyuki","4/13/1986"
"Vernadat","Odinaldo","8/18/1986"
"Siegrist","Marsja","10/4/1986"
"Ecklund","Pranay","4/14/1986"
"Kobara","Zhilian","10/25/1986"
"Grospietsch","Mabry","7/31/1986"
"Farris","Jinxi","5/30/1986"
"Kenevan","Mohit","7/21/1986"
"Peris","Sarita","6/2/1986"
"Pardalos","Duke","11/17/1986"
"Kisuki","Jeong","6/24/1986"
"Bergere","Saeed","5/25/1986"
"Lubachevsky","Jianhui","8/27/1986"
"Walstra","Zeljko","2/7/1986"
"Mikschl","Heejo","10/23/1986"
"Plesums","Debatosh","3/31/1986"
"Pelz","Siamak","7/16/1986"
"Veeraraghavan","Zito","5/31/1986"
"Raoux","Miomir","11/22/1986"
"Naumovich","Takahiro","2/3/1986"
"McConalogue","Siamak","9/26/1986"
"Aamodt","Huican","12/12/1986"
"Holburn","Vivian","2/17/1986"
"Detkin","Shan","1/27/1986"
"Cools","Fumiko","10/12/1986"
"Matzov","Huiqun","9/10/1986"
"Fendler","Arto","6/12/1986"
"Fritzsche","Changho","5/28/1986"
"Conry","Karlis","4/27/1986"
"Range","Supot","11/15/1986"
"Junet","Sastry","7/2/1986"
"Lanzelotte","Raimond","9/25/1986"
"Cullers","Zine","10/23/1986"
"Kornyak","Angel","12/5/1986"
"Gruenwald","Jeanna","8/4/1986"
"Streng","Zhongwei","8/26/1986"
"Muhling","Sergi","1/27/1986"
"Kornatzky","Charmane","4/21/1986"
"Farris","Kerryn","9/10/1986"
"Chandrasekhar","Maia","2/21/1986"
"Luders","Emdad","2/4/1986"
"Chenney","Shigeichiro","2/2/1986"
"Decaestecker","Manton","8/11/1986"
"Lambe","Lokesh","3/15/1986"
"Ushiama","Niteen","11/11/1986"
"Kowalchuk","Mansur","10/15/1986"
"Piazza","Toong","2/28/1986"
"Cannard","Honglan","5/6/1986"
"Calkin","Kotesh","9/7/1986"
"Fendler","Fayez","5/18/1986"
"Weedon","Jiann","9/15/1986"
"Bednarek","Sampalli","4/29/1986"
"Erez","Tzu","12/11/1986"
"Kaminger","Giap","11/5/1986"
"Merlo","Gao","12/4/1986"
"Domenig","Arno","2/15/1986"
"Conta","Hongzue","8/10/1986"
"Rehfuss","Heekeun","4/4/1986"
"Fandrianto","Jianhao","3/25/1986"
"Luce","Atreye","11/28/1986"
"Cyre","Shiv","3/22/1986"
"Braunschweig","Sampalli","11/25/1986"
"Sidhu","Mara","10/10/1986"
"Zallocco","Xianlong","7/18/1986"
"Byoun","Suvo","1/29/1986"
"Laurillard","Dinkar","4/14/1986"
"Fioravanti","Shahab","6/5/1986"
"Rohrbach","Doowon","8/16/1986"
"Feldmann","Alois","2/26/1986"
"Tetzlaff","Chuanyi","11/17/1986"
"Beutelspacher","Shakhar","5/24/1986"
"Juneja","Beshir","10/11/1986"
"Bernatsky","Teiji","8/19/1986"
