"emp_no","last_name","first_name","sex","salary"
"249935","Choobineh","Reuven","M","43832"
"36852","Ranze","Oscal","F","52119"
"88283","Millington","Zijian","M","40000"
"233928","Brickell","Prodip","M","49540"
"63855","Czap","Tsz","M","40000"
"455000","Schreiter","Neven","F","66902"
"225455","Papadias","Eldridge","F","45813"
"62198","Conia","Roddy","M","42746"
"456034","Bellone","Christophe","M","40000"
"466783","Erdi","Mack","M","40000"
"244336","Mawatari","Kristen","F","62792"
"81138","Albarhamtoshy","Jenwei","M","57263"
"431727","Vakili","Gor","M","40000"
"452903","Socorro","Golgen","M","46616"
"19170","Mitina","Felicidad","M","40977"
"21071","Sessa","Premsyl","F","40000"
"97647","Itschner","Rafail","F","46676"
"65555","Iwayama","Fumiyo","F","44819"
"449025","Levasseur","Shao","F","50012"
"14607","Selvestrel","Suzette","M","67813"
"409978","Swiler","Gao","F","40000"
"226174","Talmor","Mariangiola","F","52473"
"35292","Perna","Chaoyi","F","48853"
"11075","Belinskaya","Karsten","F","76877"
"289074","Sewelson","Rayond","F","40000"
"207265","Klyachko","Sachar","M","54712"
"290425","Stassinopoulos","Syozo","F","71162"
"64095","Melski","Tetsushi","M","44077"
"250304","Rusterholz","Brigham","M","40000"
"282484","Brender","Avishai","M","51938"
"36920","Zuberek","Lobel","F","40000"
"83065","Luit","Karsten","M","76159"
"436681","Famili","Nirmal","M","58925"
"78962","Hashii","Cordelia","M","53671"
"457465","Rissanen","Ger","F","59413"
"271591","Birdsall","Martins","F","55997"
"461442","Birta","Kiyotoshi","F","85576"
"267300","Panienski","Ugo","M","54400"
"30648","Chartres","Macha","M","40000"
"264026","Hmelo","Kolar","F","40000"
"450573","Nyrup","Jolita","M","41573"
"218975","Ullian","Patricia","M","40000"
"472127","England","Patricio","F","67943"
"201081","Schlegelmilch","Suzette","M","40000"
"109276","Lunt","Stepehn","F","50134"
"265476","Peek","Arne","M","40000"
"484419","Chleq","Josyula","F","48449"
"26965","Camurati","Hatsukazu","M","66363"
"455960","Heystek","Zhigen","M","42091"
"93312","Sullins","Zhigen","F","69438"
"26061","Alencar","Yongmao","M","90653"
"28389","Camurati","Hisao","F","40000"
"94788","Varker","Paris","M","42920"
"477297","Luby","Shirish","M","40000"
"444892","Stafford","Eishiro","F","40000"
"257819","Seiwald","Kwangsub","M","40000"
"102994","Rosin","Paloma","M","40000"
"496190","Luga","Zhensheng","M","40000"
"93772","Rothenberg","Aral","F","67932"
"427247","Comte","Jianhao","F","97728"
"245914","Swick","Shim","F","42005"
"104186","Narahari","Kenroku","M","40000"
"436933","Mateescu","Shaunak","M","59523"
"293376","Salverda","Wuxu","M","79774"
"489614","Baik","Rance","M","40000"
"217855","Matzov","Takahiro","M","98495"
"226347","Rosch","Yucel","M","44391"
"93650","Fabrizio","Ortrud","M","40397"
"465304","Sewelson","Isaac","F","42086"
"56944","Mitina","Adel","M","44572"
"276935","Bahr","Teiji","M","40000"
"264893","Laurillard","Olivera","M","40000"
"442522","Marrevee","Kristinn","M","40000"
"417095","Prenel","Shuji","F","44223"
"488927","Kavraki","Gill","M","62585"
"37327","Avouris","Marko","F","40000"
"250222","Wynblatt","Bojan","F","40000"
"213093","Esteva","Billur","M","50980"
"56591","Kambil","Jungsoon","F","57986"
"54730","Jayawardene","Lokesh","M","51572"
"80944","Zastre","Serif","M","53036"
"257316","Baig","Houman","F","45156"
"472663","Birjandi","Aral","F","59734"
"441860","Seghrouchni","Marla","F","58003"
"14542","Navazio","Keiichiro","M","48822"
"464766","Hebert","Divine","F","79697"
"469985","Magliocco","Adit","M","40000"
"297018","Gulak","Haldon","F","46878"
"447245","Pettit","Paddy","F","40000"
"438069","Naudin","Jiafu","M","59047"
"430322","Beutelspacher","DAIDA","M","42061"
"13208","Vakili","Maren","M","56446"
"242877","Linares","Seshu","M","40000"
"426712","Negoita","Sushant","F","40000"
"225123","Gide","Makato","F","40000"
"444280","Shihab","Ebbe","M","47754"
"409571","Falco","Kamran","F","60652"
"79757","Seiwald","Subir","F","79139"
"200585","Krohn","Rosita","F","61339"
"106930","Brlek","Morris","F","43803"
"216266","Sinicrope","Dmitri","F","40000"
"68630","Moehrke","Elzbieta","M","40000"
"243100","Beutelspacher","Cordelia","M","65527"
"257372","Steinauer","Kwangyoen","M","62357"
"257250","Birch","Takanari","F","42900"
"68552","Gronowski","Abdelkader","F","40000"
"77567","Erdi","Guiseppe","F","71890"
"52717","Schiper","Tremaine","M","74820"
"48128","Rodier","Marit","M","83437"
"438961","Albarhamtoshy","Marsha","M","78958"
"58429","Stasinski","Mohammad","F","40000"
"55871","Baezner","Lobel","F","40000"
"66922","Vernadat","Palash","M","57364"
"403172","Pena","Khedija","F","51601"
"296580","Miyakawa","Rafols","F","51499"
"464964","Barriga","Soenke","M","58226"
"67339","Mullainathan","Thanasis","F","66864"
"43792","Huhdanpaa","Dmitry","F","63576"
"256845","Georgakopoulos","Hidde","F","44664"
"422750","Perng","Laurentiu","M","40000"
"235434","Munro","Baoqiu","M","64880"
"28388","Serre","DAIDA","F","40000"
"92408","Lindenbaum","Satyanarayana","M","40000"
"73471","McAlpine","Aron","M","82496"
"243296","Zallocco","Urs","M","43415"
"499083","Lamparter","Seongbin","F","54728"
"456925","Leijenhorst","Maren","M","41119"
"62512","Karcich","Mohd","F","42683"
"278316","Farris","Arie","F","66106"
"49888","Perna","Torsten","F","63524"
"53580","Lorch","Khun","M","50451"
"481612","Strehl","Gonzalo","M","60759"
"457077","Brodie","Sreenivas","F","40000"
"450993","Puoti","Suvo","F","52787"
"437457","Marquardt","Xiaoshan","F","40000"
"272175","Borstler","Zhilian","M","44424"
"281216","Prenel","Jaques","F","45944"
"75451","Fortenbacher","Roded","M","40000"
"279691","Lindenbaum","Peternela","M","53724"
"90274","Jiafu","Christoper","M","75695"
"472375","Weedon","Ranan","M","40000"
"433998","Pettis","Chiradeep","M","86921"
"60000","Emmart","Heekeun","M","60002"
"425358","Sluis","Hironobu","M","40000"
"486453","Hertweck","Shaowen","F","40000"
"230066","Jayawardene","Gift","F","54802"
"437013","Aseltine","Munir","M","40000"
"81621","Frolund","Aloke","M","93377"
"101113","Raczkowsky","Vugranam","F","45511"
"455560","Mullainathan","Shirish","M","40000"
"219484","Rehfuss","Bernardo","M","40000"
"104283","Winter","Fumiya","M","46024"
"427900","Dredge","Tse","M","57738"
"92775","Pileggi","Vivian","M","55939"
"87501","Crelier","Kazuhiko","M","43061"
"227017","VanScheik","Katsuo","F","42147"
"460261","Rande","Shounak","M","50320"
"498526","Decleir","Vasilii","F","46947"
"439665","Kalafatis","Elvis","M","40000"
"11022","Pintelas","Apostol","F","85058"
"17943","Setiz","Bouchung","M","43571"
"53033","Gaughan","Maja","M","40000"
"12478","Hopewell","Yahiko","M","50404"
"28764","Luca","Qunsheng","M","58837"
"249856","Rohrbach","Ewing","F","40000"
"97444","Lodder","Arco","M","40000"
"56756","Mattern","Yunming","F","67081"
"17746","Teitelbaum","Sreenivas","M","58853"
"67860","Seuren","Clyde","F","67816"
"27098","Felder","Weiwu","F","46654"
"497547","Dehkordi","Suvo","M","65659"
"291850","Esteva","Shirish","M","64216"
"486242","Narwekar","Geoffry","M","57888"
"401055","Rehfuss","Shuzo","M","50169"
"430904","Conde","Xiping","M","46380"
"478116","Piveteau","Debatosh","F","40000"
"220302","Brookner","Menkae","M","51541"
"22576","Reinhart","Shawna","F","40000"
"234614","Nations","Aleksander","M","73349"
"454397","Rodier","Somnath","M","40000"
"225331","Simkin","Tsz","F","69809"
"105626","Biran","Masato","M","40000"
"453492","Genther","Goncalo","M","75308"
"53516","Serra","Shawna","F","40000"
"480622","Munke","Hatem","F","77756"
"476945","Carrera","Boutros","M","49117"
"87042","Hinsberger","Mohd","M","40000"
"93097","Saoudi","Masaki","F","58501"
"433354","Zambonelli","Kamakshi","M","40000"
"438487","Juneja","Arlette","M","58794"
"24002","Kleiser","Younwoo","M","47199"
"91615","Litvinov","Shmuel","M","40000"
"271722","Zaiane","Fuqing","M","52365"
"429392","Vrecion","Jinya","F","46104"
"67183","Serot","Arvind","M","40000"
"448180","Pileggi","Toshimo","F","69033"
"79002","Pappas","Lena","F","44155"
"441909","Goodrum","Kendra","F","54647"
"482854","Erman","Chriss","F","57041"
"26285","Lupu","Divine","F","42133"
"91939","Rodite","Adin","F","40000"
"74758","Androutsos","Akeel","M","40000"
"462306","Fetvedt","Rosalyn","M","66681"
"467658","Serdy","Armond","M","67152"
"477660","Ranta","Hidde","M","83697"
"457839","Penz","Arto","F","95819"
"481645","Solares","Pantung","M","51301"
"271387","Dalton","Shigeichiro","M","74255"
"44469","Conia","Ibibia","F","40000"
"449946","Braccini","Pohua","F","66665"
"17241","Polupanov","Unal","F","54551"
"230582","Shihab","Teiji","F","55217"
"260200","Henseler","Danco","F","40000"
"472404","Cannane","Stevo","F","47042"
"238535","Kilgour","Pranay","M","40000"
"11398","Peir","Oscar","M","44625"
"87382","Wendorf","Sugwoo","M","40000"
"84711","Back","Tetsurou","M","49572"
"428720","Merle","Yechezkel","M","40000"
"19802","Gihr","Unal","M","40000"
"273324","Schnelling","Uwe","M","42061"
"453077","Matteis","Khue","F","51462"
"442090","Smeets","Aluzio","F","80057"
"293927","Gyorkos","Kagan","M","40000"
"107023","Pashtan","Hideyuki","M","52099"
"438463","Hambrick","Alois","F","66639"
"12603","Roison","Utpal","F","43168"
"298030","Koblitz","Terresa","M","40000"
"39543","Schrift","Dekang","M","40000"
"100753","Baca","Zsolt","F","72760"
"460267","Ranum","Venkatesan","M","40000"
"298455","Veldwijk","Adly","M","70613"
"98397","Solares","Domenick","F","84522"
"47257","Raney","Werner","F","40000"
"59219","Peroz","Shounak","M","59166"
"426531","Fujisawa","Ioana","F","52839"
"284425","Servi","Khue","M","73084"
"467107","Kitsuregawa","DAIDA","M","40000"
"483108","Dredge","Shahar","F","40000"
"443203","Bail","Salvador","F","40000"
"413104","Lichtman","Hisao","M","44945"
"451557","Pellegrinelli","DeForest","F","40000"
"413781","Krupka","Ymte","F","60330"
"41263","Jahnichen","Armond","M","80578"
"239704","Bernatsky","Eldridge","M","60246"
"84321","Hebert","Shem","F","45792"
"43246","Oskamp","Berthier","M","64678"
"422040","Trelles","Aiichiro","M","40000"
"480733","Bodoff","Cordelia","F","47770"
"279565","Yamaashi","Mingzeng","F","70239"
"218930","Chachaty","Toshimitsu","M","50785"
"254934","Nilsson","Weijing","M","40000"
"294100","Ermel","Eldridge","M","51272"
"451957","Emden","Kenroku","F","40000"
"66717","Gerteisen","Vitali","M","54839"
"400836","Godskesen","Sadok","F","66520"
"239583","Denny","Atreyi","F","42076"
"440202","Daescu","Sadegh","M","60103"
"46855","Maliniak","Georg","M","48630"
"408096","Piveteau","Irene","M","40000"
"419766","Picaronny","Seongbin","F","75863"
"401866","Marletta","Rance","F","40000"
"50935","Esposito","Katsuyuki","F","64876"
"20946","Thisen","Bilhanan","M","58824"
"406885","Melton","Mamdouh","F","43091"
"411048","Perng","Suzette","M","74054"
"463033","England","Reuven","M","46603"
"296489","Hooghiemstra","Eldridge","F","60917"
"499805","Rosti","Mitchel","M","40000"
"409630","Weedman","Pranas","M","40000"
"481798","Attimonelli","Sverrir","M","40000"
"270686","Lowrie","Pragnesh","F","63920"
"62992","Bakhtari","Shimshon","M","40000"
"34068","Velasco","Elvis","F","52100"
"418223","Alvarado","Gritta","F","40826"
"223784","Rahimi","Wojceich","M","46140"
"252993","Piazza","Sushant","F","79426"
"222260","Kambil","Annemarie","F","54798"
"49326","Conti","Lansing","F","40000"
"49021","Barinka","Pranas","F","40000"
"109667","Bugaenko","Gal","M","40485"
"209112","Joslin","Nigel","F","47064"
"453713","Baba","Jessie","F","40000"
"462845","Dehkordi","Shahaf","M","53461"
"244422","Parascandalo","Phillip","M","45907"
"263437","Aumann","Mohua","M","50811"
"445400","Stavenow","Bowen","F","46723"
"418995","Harllee","Shay","M","40000"
"479700","Munck","Barun","F","76988"
"400658","Thisen","Shiv","M","40000"
"482692","Vecchi","Nadjib","F","40000"
"262217","Hoppenstand","Bedir","F","40000"
"260832","Langford","Shigeu","M","88328"
"54451","Lambe","Tze","F","40000"
"479551","Cichocki","Bedrich","F","59647"
"212852","Massonet","Hatsukazu","M","47083"
"279755","Farrel","Shuichi","M","40000"
"469486","Vural","Baziley","M","40000"
"427289","Sidhu","Mircea","M","65393"
"235041","Stellhorn","Kshitij","M","55539"
"492396","McClurg","Giri","F","40000"
"271441","Nanard","Aluzio","F","78219"
"462923","Lagarias","Akeno","F","65672"
"40465","Brendel","Khoa","M","43862"
"109815","Underwood","Munir","M","44927"
"108962","Rajcani","Przemyslawa","M","55542"
"490009","Asser","Odinaldo","F","71581"
"216760","Zeilberger","Shigeu","M","66286"
"270240","Herber","Suvo","F","51303"
"86761","Ossenbruggen","Theirry","M","53844"
"436360","Esposito","Stafford","F","40000"
"482768","Kohling","Fuqing","F","40000"
"297815","Sullins","Barry","M","47242"
"59612","Aumann","Francoise","M","56405"
"404135","Leppanen","Ramachenga","M","40000"
"457190","Genin","Ortrud","F","40000"
"57438","Dusink","Aloke","F","40000"
"473264","Schaap","Ulises","M","44846"
"423131","Billingsley","Kazuhiko","F","46239"
"15504","Alpin","Kasturi","M","40000"
"464197","Polajnar","Holgard","F","62460"
"437214","Thorensen","Oscal","M","44576"
"14435","Gilg","Miomir","F","40000"
"290775","Sluis","Chirstian","M","64826"
"483397","Vanwelkenhuysen","Xuedong","M","60260"
"297755","Barvinok","Kazuhide","M","40000"
"429666","Giveon","Luisa","M","40000"
"280972","Haddadi","Fun","F","40000"
"104617","Solares","Boguslaw","M","46346"
"104734","Oppitz","Shahid","M","40000"
"27154","Gaughan","Jinxi","F","61090"
"409128","Dichev","Caolyn","M","90772"
"457507","Sankaranarayanan","Khedija","M","40000"
"459256","Speckmann","Zissis","F","88583"
"38523","Angiulli","Karoline","M","58726"
"33326","Cheshire","Aamer","M","48451"
"415804","Gajiwala","Froduald","M","40000"
"250173","Landherr","Ronnie","M","55455"
"283171","Blokdijk","Kiyokazu","F","49412"
"260104","Luiz","Nakhoon","F","40000"
"442246","Linares","Richara","M","52113"
"13549","Koprowski","Matk","M","40000"
"58535","Gruenwald","Susanna","F","49912"
"92297","Gomatam","Becky","F","55657"
"50952","Rathonyi","Abdulah","M","71063"
"298717","Olano","Arne","F","61148"
"499692","Maginnis","Yongqiao","M","40000"
"480400","Shackell","Toshiki","M","68111"
"40731","DasSarma","Margo","F","49775"
"268606","Munawer","Sailaja","F","48159"
"221539","Ranon","Leon","F","48207"
"474398","Seghrouchni","Anestis","F","73361"
"493549","Facello","Achilleas","F","65620"
"218731","Diderrich","Youjian","M","83451"
"202136","Kusakabe","Nevin","F","40000"
"18368","Rullman","Miquel","M","60786"
"490348","Gide","Turgut","F","71749"
"31736","Honiden","Kensei","F","44578"
"441963","Vadhan","Shem","M","40000"
"21643","Maksimenko","Yuuichi","M","40210"
"59919","Aloia","Koichi","M","40493"
"498375","Magalhaes","Vasiliy","M","40000"
"429854","Monarch","Stamatina","F","72083"
"70325","Garrabrants","Elvis","F","86971"
"460549","Pillow","Boriana","M","67443"
"206516","Besancenot","Bodh","M","76754"
"444395","Dulay","Shao","M","42822"
"95089","Bressoud","Stamatina","M","40000"
"92932","Trelles","Zhiguo","M","40000"
"433406","Kulisch","Mansur","M","40000"
"291601","Hempstead","Leni","M","57594"
"107463","Nannarelli","Cullen","F","40000"
"105092","Bernini","Rasikan","F","40000"
"281924","Stentiford","Gennady","M","52164"
"24713","Merey","Zhilian","M","56090"
"29065","Lalonde","Weijing","F","53264"
"487346","Simmen","Mayuri","F","69849"
"10548","Gunderson","Ramalingam","M","90631"
"273730","Schapire","Jinya","F","44279"
"229735","Ozery","Ewing","M","51269"
"33289","Pelz","Lene","F","40000"
"442340","Sommer","Mariangiola","M","40000"
"405576","Peot","Breannda","M","81669"
"478342","Besselaar","Angel","M","57624"
"457785","Kobara","Florian","M","40000"
"265164","Bodoff","Paraskevi","F","40000"
"419341","Scharstein","Shaowen","F","66730"
"253057","Plessier","Khun","M","41966"
"475491","Passafiume","Jixiang","M","81707"
"486274","Conde","Guozhong","M","40000"
"281495","Bolsens","Beshir","M","40000"
"483684","Jonsson","Eckart","F","84107"
"299316","Templeman","Shounak","M","40000"
"247757","Chinal","Stella","M","87758"
"258139","Chachaty","Ibibia","M","43710"
"46782","Miyakawa","Dannz","F","65939"
"241629","Nyanchama","Vugranam","F","61463"
"425244","Cappelli","Reinhold","M","40000"
"469044","Isaac","DeForest","F","78907"
"27325","Baer","Kauko","M","40000"
"413014","Kornatzky","Deborah","M","66483"
"263812","Escriba","Fuqing","F","66998"
"455797","Orsini","Tadanori","M","40000"
"238846","Burnard","Mary","M","40000"
"288270","Gischer","Kitty","M","53727"
"440482","Constantine","Khun","F","82661"
"465949","Garigliano","Sanjai","M","64196"
"75510","Melter","Falguni","M","40000"
"426438","Pews","Leah","F","40000"
"19564","Atchley","Shigeu","M","56807"
"477536","Cunliffe","Wojceich","M","44129"
"471447","Furedi","Snehasis","M","40000"
"225358","Gerlach","Sadok","M","56605"
"42485","Erman","Sudhanshu","M","40000"
"235438","Badr","Armond","F","64952"
"293555","Maquelin","Divine","M","47386"
"475973","Birke","Henk","F","40000"
"35697","Lowrie","Pradeep","F","65830"
"297869","Demizu","Katsuyuki","M","44911"
"415046","Lunt","Teiji","F","52801"
"61423","Felder","Kwok","F","43563"
"487975","Peroz","Satoru","F","40000"
"106805","Muchinsky","Taegyun","F","84260"
"11681","Benzmuller","Fumitake","F","40000"
"46141","Nollmann","Sven","M","61599"
"226345","Stille","Chuanyi","M","40000"
"208681","Rindone","Kwun","F","59713"
"499032","Zlotek","Zhonghui","M","60747"
"296688","Schieder","Nahid","M","78028"
"214542","Comyn","Wuxu","M","43223"
"268119","Basagni","Paddy","M","40000"
"46820","Pluym","Vesna","F","52022"
"34274","Roohalamini","Mabo","F","40000"
"72287","Rissland","Patricio","M","40000"
"47790","Bisiani","Uma","F","50958"
"484003","Irland","Vincent","F","82141"
"419711","Gruenwald","Jolita","F","40000"
"25753","Kaelbling","Mooi","F","40000"
"203858","Speer","Fai","F","43192"
"18704","Siegrist","Conrado","F","48123"
"277536","Clouatre","Sudhanshu","M","40000"
"16969","Braccini","Sanjit","F","49377"
"468540","Tischendorf","Nathan","F","40000"
"27139","Matzat","Piyush","F","95291"
"414923","Delgrande","TRUE","M","71641"
"251092","Chenney","Adas","F","59201"
"26227","Cannane","Van","M","102928"
"294106","Jonsson","Lijia","F","51755"
"257281","Heemskerk","Akhilish","M","40000"
"218481","Zaiane","Weijing","M","87467"
"16456","Murtagh","Nigel","F","58339"
"203819","Kalsbeek","Oldrich","M","52194"
"465415","Reeker","Manu","F","45376"
